fulcrum_id,created_at,updated_at,created_by,updated_by,system_created_at,system_updated_at,version,status,project,assigned_to,latitude,longitude,geometry,record_type,rn_type,rn_condition_structure,rn_poor_features,rn_poor_features_other,rn_condition_lot,rn_junk,rn_sidewalk,ai_gutter,ai_roof,ai_siding,ai_landscape,ai_photo,ai_photo_obstruction,ri_sidewalk,ri_sidewalk_condition,ri_accessibility,ri_trees,ri_street_lights,ri_wayfinding,ri_drainage_type,ri_ditch_condition,ri_curb_gutter_condition,cd_first_floor,cd_first_floor_other,cd_vacant_lot_type,cd_vacant_lot_type_other,cd_vacant_lot_parking_surface,cd_vacant_lot_parking_condition,cd_vacant_lot_unpaved_parking_condition,cd_metal_cladding,cd_upper_story,cd_upper_story_type,cd_upper_story_type_other,cd_condition_structure,cd_structure_deficiencies,cd_structure_deficiencies_other,cd_sidewalk_condition,di_trees,di_street_lights,di_wayfinding,di_features,di_features_other,p_access,p_tree_canopy,p_lighting,p_type,p_type_other,does_the_park_include_any_of_the_following_park_types,does_the_park_include_any_of_the_following_park_types_other,p_condition,p_features,p_features_other,photos,photos_caption,photos_url,address_sub_thoroughfare,address_thoroughfare,address_combined,address_suite,address_locality,address_sub_admin_area,address_admin_area,address_postal_code,address_country,address_full,gps_altitude,gps_horizontal_accuracy,gps_vertical_accuracy,gps_speed,gps_course
dfc7aaff-cc90-4748-b6dc-8661e82c973c,2023-06-20 09:08:58 CDT,2023-06-20 09:10:04 CDT,cjseeger@iastate.edu,cjseeger@iastate.edu,2023-06-20 09:18:58 CDT,2023-06-20 09:18:58 CDT,1,,,,42.46883968,-91.89946257,POINT (-91.89946256665209 42.46883968238144),Residential Neighborhood,Single family detached housing unit,Good,,,Fair,no,No Sidewalk,Good,Good,Good,Fair,Partially Obstructed,Trees,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05103753-08cd-4bf0-af6b-a133ffb4a561,,https://web.fulcrumapp.com/photos/view?photos=05103753-08cd-4bf0-af6b-a133ffb4a561,506,First St W,506 First St W,,Independence,Buchanan County,IA,50644,US,506 First St W Independence Buchanan County IA 50644 US,,,,,
886e03f7-7490-4b8c-ab49-9f9b52a4f606,2023-06-20 09:10:24 CDT,2023-06-20 09:11:33 CDT,cjseeger@iastate.edu,cjseeger@iastate.edu,2023-06-20 09:18:59 CDT,2023-06-20 09:18:59 CDT,1,,,,42.46879538,-91.89910512,POINT (-91.89910512012969 42.468795378377315),Residential Neighborhood,Stand-alone business unit (any type of business),Good,,,Good,no,No Sidewalk,Good,Good,Good,Fair,Not Obstructed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0fd4e9f5-97c7-43d1-9880-1f83c8e4c40e,,https://web.fulcrumapp.com/photos/view?photos=0fd4e9f5-97c7-43d1-9880-1f83c8e4c40e,416,First St W,416 First St W,,Independence,Buchanan County,IA,50644,US,416 First St W Independence Buchanan County IA 50644 US,,,,,
753000e2-0f9a-4fe4-93b1-24864dacd6d5,2023-06-20 09:12:11 CDT,2023-06-20 09:14:07 CDT,cjseeger@iastate.edu,cjseeger@iastate.edu,2023-06-20 09:18:59 CDT,2023-06-20 09:18:59 CDT,1,,,,42.46877112,-91.89852638,POINT (-91.89852638287093 42.4687711186209),Residential Neighborhood,Single family detached housing unit,Good,,,Good,no,Good,Good,Good,Good,Good,Not Obstructed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"eb39c180-91d8-4b10-a269-42f8e6629678,fc3c82c1-9d54-4043-bc26-00174509df62",",",https://web.fulcrumapp.com/photos/view?photos=eb39c180-91d8-4b10-a269-42f8e6629678%2Cfc3c82c1-9d54-4043-bc26-00174509df62,410,First St W,410 First St W,,Independence,Buchanan County,IA,50644,US,410 First St W Independence Buchanan County IA 50644 US,,,,,
f6d776f6-3c6f-44ca-a66b-3414de6f5de6,2023-06-20 09:14:29 CDT,2023-06-20 09:15:29 CDT,cjseeger@iastate.edu,cjseeger@iastate.edu,2023-06-20 09:19:01 CDT,2023-06-20 09:19:01 CDT,1,,,,42.46865001,-91.89833564,POINT (-91.89833564128355 42.46865001033184),General Residential Impressions,,,,,,,,,,,,,,yes,Poor,yes,Poor or No street trees,Good,Good,Curb and gutter,,Good,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f2344669-fd0e-4377-b3a4-9035b64cf46d,,https://web.fulcrumapp.com/photos/view?photos=f2344669-fd0e-4377-b3a4-9035b64cf46d,403,First St W,403 First St W,,Independence,Buchanan County,IA,50644,US,403 First St W Independence Buchanan County IA 50644 US,,,,,
85111269-cde8-4931-bc56-b1f375e0995b,2023-06-20 09:15:51 CDT,2023-06-20 09:16:41 CDT,cjseeger@iastate.edu,cjseeger@iastate.edu,2023-06-20 09:19:02 CDT,2023-06-20 09:19:02 CDT,1,,,,42.46917526,-91.89777654,POINT (-91.89777653934493 42.46917525659325),General Residential Impressions,,,,,,,,,,,,,,yes,Fair,yes,Fair,Good,Good,Curb and gutter,,Good,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a1c72ca8-567b-4faf-a817-db17e361ebe6,,https://web.fulcrumapp.com/photos/view?photos=a1c72ca8-567b-4faf-a817-db17e361ebe6,110,Fourth Ave NW,110 Fourth Ave NW,,Independence,Buchanan County,IA,50644,US,110 Fourth Ave NW Independence Buchanan County IA 50644 US,,,,,
178f7949-9eed-434b-b66c-77380247f81d,2023-06-20 09:17:13 CDT,2023-06-20 09:17:57 CDT,cjseeger@iastate.edu,cjseeger@iastate.edu,2023-06-20 09:19:04 CDT,2023-06-20 09:19:04 CDT,1,,,,42.46877576,-91.89760327,POINT (-91.89760326974994 42.46877576329865),Residential Neighborhood,Vacant lot,,,,Fair,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7e5da3b6-aa3e-474d-b91a-06257023545a,,https://web.fulcrumapp.com/photos/view?photos=7e5da3b6-aa3e-474d-b91a-06257023545a,314,First St W,314 First St W,,Independence,Buchanan County,IA,50644,US,314 First St W Independence Buchanan County IA 50644 US,,,,,
034fd05d-3ded-4020-9ef2-6b1833159f78,2023-06-20 09:18:09 CDT,2023-06-20 09:18:48 CDT,cjseeger@iastate.edu,cjseeger@iastate.edu,2023-06-20 09:19:04 CDT,2023-06-20 09:19:04 CDT,1,,,,42.46869216,-91.89714435,POINT (-91.89714435331729 42.46869215978587),General Residential Impressions,,,,,,,,,,,,,,yes,Fair,yes,Poor or No street trees,Good,Good,Curb and gutter,,Good,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,160d337e-a44b-4cee-b7e0-357a47887971,,https://web.fulcrumapp.com/photos/view?photos=160d337e-a44b-4cee-b7e0-357a47887971,308,First St W,308 First St W,,Independence,Buchanan County,IA,50644,US,308 First St W Independence Buchanan County IA 50644 US,,,,,
0c8c0ef2-4394-4c9b-9953-953b24b0a487,2023-06-20 09:17:30 CDT,2023-06-20 09:18:27 CDT,gdf73278@iastate.edu,gdf73278@iastate.edu,2023-06-20 09:19:18 CDT,2023-06-20 09:19:18 CDT,1,,,,42.47360081,-91.90177059,POINT (-91.90177059406052 42.473600813986536),Residential Neighborhood,Single family detached housing unit,Good,,,Good,no,Fair,Good,Good,Good,Good,Partially Obstructed,Trees,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,291fd5c0-1264-4bbf-ad98-c9e9ce53381e,,https://web.fulcrumapp.com/photos/view?photos=291fd5c0-1264-4bbf-ad98-c9e9ce53381e,700,6th Street Northwest,700 6th Street Northwest,,Independence,Buchanan County,Iowa,50644,United States,700 6th Street Northwest Independence Buchanan County Iowa 50644 United States,,,,,
90dcb794-3685-4075-af9e-f005b293a22d,2023-06-20 09:03:41 CDT,2023-06-20 09:05:34 CDT,hcelik@iastate.edu,hcelik@iastate.edu,2023-06-20 09:24:19 CDT,2023-06-20 09:24:19 CDT,1,,,,42.47215581,-91.90380271,POINT (-91.90380270777399 42.47215580923515),Residential Neighborhood,Single family detached housing unit,Good,,,Good,no,Good,Good,Good,Fair,Good,Not Obstructed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,e5312842-0b4e-4616-85c3-c479ce7ad505,,https://web.fulcrumapp.com/photos/view?photos=e5312842-0b4e-4616-85c3-c479ce7ad505,815,5th Street Northwest,815 5th Street Northwest,,Independence,Buchanan County,Iowa,50644,United States,815 5th Street Northwest Independence Buchanan County Iowa 50644 United States,,,,,
108b3b9a-602c-4213-b917-858349795503,2023-06-20 09:06:05 CDT,2023-06-20 09:07:45 CDT,hcelik@iastate.edu,hcelik@iastate.edu,2023-06-20 09:24:19 CDT,2023-06-20 09:24:19 CDT,1,,,,42.47223565,-91.90344644,POINT (-91.90344643785413 42.47223565242126),Residential Neighborhood,Single family detached housing unit,Fair,,,Good,no,Fair,Fair,Good,Fair,Good,Partially Obstructed,Overgrown vegetation (bushes/weeds),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,c606727a-c68e-43e3-b04a-75dbf4b9de20,,https://web.fulcrumapp.com/photos/view?photos=c606727a-c68e-43e3-b04a-75dbf4b9de20,809,5th Street Northwest,809 5th Street Northwest,,Independence,Buchanan County,Iowa,50644,United States,809 5th Street Northwest Independence Buchanan County Iowa 50644 United States,,,,,
54774c14-be2e-48a1-8546-8a1dee123b38,2023-06-20 09:08:44 CDT,2023-06-20 09:10:00 CDT,hcelik@iastate.edu,hcelik@iastate.edu,2023-06-20 09:24:20 CDT,2023-06-20 09:24:20 CDT,1,,,,42.47262778,-91.90282991,POINT (-91.9028299079859 42.47262778344022),Residential Neighborhood,Single family detached housing unit,Good,,,Good,no,Poor,Good,Good,Good,Good,Not Obstructed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90e0c4a6-ec3d-47e6-ae41-7fc046a3d8c5,,https://web.fulcrumapp.com/photos/view?photos=90e0c4a6-ec3d-47e6-ae41-7fc046a3d8c5,507,8th Avenue Northwest,507 8th Avenue Northwest,,Independence,Buchanan County,Iowa,50644,United States,507 8th Avenue Northwest Independence Buchanan County Iowa 50644 United States,,,,,
20439a38-7a19-4cbe-a2c9-f0079a93ef08,2023-06-20 09:10:36 CDT,2023-06-20 09:12:16 CDT,hcelik@iastate.edu,hcelik@iastate.edu,2023-06-20 09:24:21 CDT,2023-06-20 09:24:21 CDT,1,,,,42.47300996,-91.90281059,POINT (-91.90281058937626 42.47300996413694),Residential Neighborhood,Single family detached housing unit,Good,,,Good,no,Good,Good,Good,Good,Good,Not Obstructed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3647cced-86be-421d-93a6-59c6a72467d2,,https://web.fulcrumapp.com/photos/view?photos=3647cced-86be-421d-93a6-59c6a72467d2,515,8th Avenue Northwest,515 8th Avenue Northwest,,Independence,Buchanan County,Iowa,50644,United States,515 8th Avenue Northwest Independence Buchanan County Iowa 50644 United States,,,,,
0e9ee1a8-f074-45a4-b86b-f8f4669f83e6,2023-06-20 09:15:50 CDT,2023-06-20 09:18:23 CDT,hcelik@iastate.edu,hcelik@iastate.edu,2023-06-20 09:24:21 CDT,2023-06-20 09:24:21 CDT,1,,,,42.47220542,-91.90249957,POINT (-91.90249957440993 42.472205424583805),Residential Neighborhood,Single family detached housing unit,Poor,"Paint,Porch,Siding",,Good,no,Fair,Poor,Fair,Fair,Good,Partially Obstructed,Trees,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,e809395e-78f3-482f-ba8a-b03d11c2a260,,https://web.fulcrumapp.com/photos/view?photos=e809395e-78f3-482f-ba8a-b03d11c2a260,715,5th Street Northwest,715 5th Street Northwest,,Independence,Buchanan County,Iowa,50644,United States,715 5th Street Northwest Independence Buchanan County Iowa 50644 United States,,,,,
68a0ac28-8268-4d9f-bd5c-548f254b00e8,2023-06-20 09:18:51 CDT,2023-06-20 09:20:10 CDT,hcelik@iastate.edu,hcelik@iastate.edu,2023-06-20 09:24:22 CDT,2023-06-20 09:24:22 CDT,1,,,,42.47221008,-91.90213545,POINT (-91.90213544856067 42.47221008338079),Residential Neighborhood,Single family detached housing unit,Good,,,Good,no,Good,Fair,Fair,Good,Good,Not Obstructed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1ad5802d-6a3f-445a-b653-dcdfdd6dcbfd,,https://web.fulcrumapp.com/photos/view?photos=1ad5802d-6a3f-445a-b653-dcdfdd6dcbfd,711,5th Street Northwest,711 5th Street Northwest,,Independence,Buchanan County,Iowa,50644,United States,711 5th Street Northwest Independence Buchanan County Iowa 50644 United States,,,,,
0588c9d2-4d9a-4775-bdb3-3cb605c5b727,2023-06-20 09:22:01 CDT,2023-06-20 09:23:17 CDT,hcelik@iastate.edu,hcelik@iastate.edu,2023-06-20 09:24:23 CDT,2023-06-20 09:24:23 CDT,1,,,,42.47303309,-91.90137945,POINT (-91.90137944793254 42.473033087396274),Residential Neighborhood,Single family detached housing unit,Good,,,Good,no,Good,Good,Good,Fair,Good,Partially Obstructed,Trees,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8b368687-f331-4655-b7f7-a0dfbb3a7e8f,,https://web.fulcrumapp.com/photos/view?photos=8b368687-f331-4655-b7f7-a0dfbb3a7e8f,514,7th Avenue Northwest,514 7th Avenue Northwest,,Independence,Buchanan County,Iowa,50644,United States,514 7th Avenue Northwest Independence Buchanan County Iowa 50644 United States,,,,,
9bfbcd6c-6f50-421b-9009-99577ec7dc4f,2023-06-20 09:20:21 CDT,2023-06-20 09:21:41 CDT,gdf73278@iastate.edu,gdf73278@iastate.edu,2023-06-20 09:32:41 CDT,2023-06-20 09:32:41 CDT,1,,,,42.47452825,-91.90146007,POINT (-91.90146007152799 42.474528246155785),General Residential Impressions,,,,,,,,,,,,,,no,,,Good,Good,Good,Curb and gutter,,Good,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"b27f1174-cfe2-422e-8bcb-17f5fa0e893b,1b2232a2-5aa9-48bd-b617-1f23b78730a0",",",https://web.fulcrumapp.com/photos/view?photos=b27f1174-cfe2-422e-8bcb-17f5fa0e893b%2C1b2232a2-5aa9-48bd-b617-1f23b78730a0,702,7th Street Northwest,702 7th Street Northwest,,Independence,Buchanan County,Iowa,50644,United States,702 7th Street Northwest Independence Buchanan County Iowa 50644 United States,,,,,
05a09cdd-43f3-4513-8c0e-c83f04a5c049,2023-06-20 09:21:50 CDT,2023-06-20 09:22:50 CDT,gdf73278@iastate.edu,gdf73278@iastate.edu,2023-06-20 09:32:43 CDT,2023-06-20 09:32:43 CDT,1,,,,42.47413288,-91.901972,POINT (-91.9019720036085 42.47413288137432),General Residential Impressions,,,,,,,,,,,,,,no,,,Good,Good,Good,Curb and gutter,,Good,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"468c2f2a-6b4d-4eea-a120-8289bfcca1ad,9ca94a0b-4fd1-40e6-94ec-14a4a8bd62b3",",",https://web.fulcrumapp.com/photos/view?photos=468c2f2a-6b4d-4eea-a120-8289bfcca1ad%2C9ca94a0b-4fd1-40e6-94ec-14a4a8bd62b3,706,7th Street Northwest,706 7th Street Northwest,,Independence,Buchanan County,Iowa,50644,United States,706 7th Street Northwest Independence Buchanan County Iowa 50644 United States,,,,,
cf7ae540-561c-4ec3-b587-b972f14f7197,2023-06-20 09:24:20 CDT,2023-06-20 09:25:11 CDT,gdf73278@iastate.edu,gdf73278@iastate.edu,2023-06-20 09:32:45 CDT,2023-06-20 09:32:45 CDT,1,,,,42.4750227,-91.90211273,POINT (-91.90211273377713 42.475022700064336),General Residential Impressions,,,,,,,,,,,,,,no,,,Good,Good,Good,Curb and gutter,,Good,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14283680-5f2c-4589-af25-c8d9b624b04f,,https://web.fulcrumapp.com/photos/view?photos=14283680-5f2c-4589-af25-c8d9b624b04f,706,8th Street Northeast,706 8th Street Northeast,,Independence,Buchanan County,Iowa,50644,United States,706 8th Street Northeast Independence Buchanan County Iowa 50644 United States,,,,,
c3d6e3a2-d1f2-4172-b26e-57985632a968,2023-06-20 09:26:50 CDT,2023-06-20 09:27:39 CDT,gdf73278@iastate.edu,gdf73278@iastate.edu,2023-06-20 09:32:46 CDT,2023-06-20 09:32:46 CDT,1,,,,42.47540361,-91.90129147,POINT (-91.90129146503932 42.47540361324869),Residential Neighborhood,Single family detached housing unit,Good,,,Good,no,Good,Good,Good,Good,Good,Not Obstructed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,c5e8c9a2-23a4-4bdb-8cb2-9e0926926968,,https://web.fulcrumapp.com/photos/view?photos=c5e8c9a2-23a4-4bdb-8cb2-9e0926926968,804,7th Avenue Northwest,804 7th Avenue Northwest,,Independence,Buchanan County,Iowa,50644,United States,804 7th Avenue Northwest Independence Buchanan County Iowa 50644 United States,,,,,
a92db7b2-7d90-49a6-b7a1-04f1dbfb14c7,2023-06-20 09:27:57 CDT,2023-06-20 09:28:50 CDT,gdf73278@iastate.edu,gdf73278@iastate.edu,2023-06-20 09:32:47 CDT,2023-06-20 09:32:47 CDT,1,,,,42.47567575,-91.9013096,POINT (-91.90130960118012 42.47567575416172),Residential Neighborhood,Single family detached housing unit,Good,,,Good,no,Good,Good,Good,Good,Good,Partially Obstructed,Trees,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1a04b362-f693-4b0a-8cd4-8befe3cd727f,,https://web.fulcrumapp.com/photos/view?photos=1a04b362-f693-4b0a-8cd4-8befe3cd727f,808,7th Avenue Northwest,808 7th Avenue Northwest,,Independence,Buchanan County,Iowa,50644,United States,808 7th Avenue Northwest Independence Buchanan County Iowa 50644 United States,,,,,
