Address,City,State,Source,City.ID,Image.Name,image.url,Full_Address,lon,lat,parcel_number,date,floors_num,bedrooms_num,bathrooms_num,basement,heating,cooling,yr_built,own_v_rent,age_tenants,tenants_num,type_property,sqft,curr_price,prev_price,county
 804 S CARROLL ST ,Slater,Iowa,G,S,G_S_804 S CARROLL ST.png,"https://maps.googleapis.com/maps/api/streetview?size=800x800&location=804+S+CARROLL+ST,Slater+Iowa"," 804 S CARROLL ST , Slater, Iowa",-93.6875416,41.8771875,,,,,,,,,,,,,,,,,
 605 MARSHALL ST ,Slater,Iowa,G,S,G_S_605 MARSHALL ST.png,"https://maps.googleapis.com/maps/api/streetview?size=800x800&location=605+MARSHALL+ST,Slater+Iowa"," 605 MARSHALL ST , Slater, Iowa",-93.6824297,41.8772736,,,,,,,,,,,,,,,,,
 807 S CARROLL ST ,Slater,Iowa,G,S,G_S_807 S CARROLL ST.png,"https://maps.googleapis.com/maps/api/streetview?size=800x800&location=807+S+CARROLL+ST,Slater+Iowa"," 807 S CARROLL ST , Slater, Iowa",-93.6883341,41.8771621,,,,,,,,,,,,,,,,,
 811 S CARROLL ST ,Slater,Iowa,G,S,G_S_811 S CARROLL ST.png,"https://maps.googleapis.com/maps/api/streetview?size=800x800&location=811+S+CARROLL+ST,Slater+Iowa"," 811 S CARROLL ST , Slater, Iowa",-93.6879378,41.8767486,,,,,,,,,,,,,,,,,
 108 10TH AVE ,Slater,Iowa,G,S,G_S_108 10TH AVE.png,"https://maps.googleapis.com/maps/api/streetview?size=800x800&location=108+10TH+AVE,Slater+Iowa"," 108 10TH AVE , Slater, Iowa",-93.6799531,41.8733042,,,,,,,,,,,,,,,,,
 612 GREENE ST ,Slater,Iowa,G,S,G_S_612 GREENE ST.png,"https://maps.googleapis.com/maps/api/streetview?size=800x800&location=612+GREENE+ST,Slater+Iowa"," 612 GREENE ST , Slater, Iowa",-93.6856592,41.8773059,,,,,,,,,,,,,,,,,
 809 S CARROLL ST ,Slater,Iowa,G,S,G_S_809 S CARROLL ST.png,"https://maps.googleapis.com/maps/api/streetview?size=800x800&location=809+S+CARROLL+ST,Slater+Iowa"," 809 S CARROLL ST , Slater, Iowa",-93.688136,41.8769747,,,,,,,,,,,,,,,,,
 608 MARSHALL ST ,Slater,Iowa,G,S,G_S_608 MARSHALL ST.png,"https://maps.googleapis.com/maps/api/streetview?size=800x800&location=608+MARSHALL+ST,Slater+Iowa"," 608 MARSHALL ST , Slater, Iowa",-93.6818353,41.8768665,,,,,,,,,,,,,,,,,
 805 S CARROLL ST ,Slater,Iowa,G,S,G_S_805 S CARROLL ST.png,"https://maps.googleapis.com/maps/api/streetview?size=800x800&location=805+S+CARROLL+ST,Slater+Iowa"," 805 S CARROLL ST , Slater, Iowa",-93.6885125,41.8773694,,,,,,,,,,,,,,,,,
 802 S CARROLL ST ,Slater,Iowa,G,S,G_S_802 S CARROLL ST.png,"https://maps.googleapis.com/maps/api/streetview?size=800x800&location=802+S+CARROLL+ST,Slater+Iowa"," 802 S CARROLL ST , Slater, Iowa",-93.6878586,41.8774097,,,,,,,,,,,,,,,,,
 607 GREENE ST ,Slater,Iowa,G,S,G_S_607 GREENE ST.png,"https://maps.googleapis.com/maps/api/streetview?size=800x800&location=607+GREENE+ST,Slater+Iowa"," 607 GREENE ST , Slater, Iowa",-93.6862772,41.8774661,,,,,,,,,,,,,,,,,
 611 GREENE ST ,Slater,Iowa,G,S,G_S_611 GREENE ST.png,"https://maps.googleapis.com/maps/api/streetview?size=800x800&location=611+GREENE+ST,Slater+Iowa"," 611 GREENE ST , Slater, Iowa",-93.686214,41.8772881,,,,,,,,,,,,,,,,,
 607 MARSHALL ST ,Slater,Iowa,G,S,G_S_607 MARSHALL ST.png,"https://maps.googleapis.com/maps/api/streetview?size=800x800&location=607+MARSHALL+ST,Slater+Iowa"," 607 MARSHALL ST , Slater, Iowa",-93.6824891,41.8770974,,,,,,,,,,,,,,,,,
 606 MARSHALL ST ,Slater,Iowa,G,S,G_S_606 MARSHALL ST.png,"https://maps.googleapis.com/maps/api/streetview?size=800x800&location=606+MARSHALL+ST,Slater+Iowa"," 606 MARSHALL ST , Slater, Iowa",-93.6818353,41.8770602,,,,,,,,,,,,,,,,,
 806 S CARROLL ST ,Slater,Iowa,G,S,G_S_806 S CARROLL ST.png,"https://maps.googleapis.com/maps/api/streetview?size=800x800&location=806+S+CARROLL+ST,Slater+Iowa"," 806 S CARROLL ST , Slater, Iowa",-93.6873434,41.8769614,,,,,,,,,,,,,,,,,
 106 10TH AVE ,Slater,Iowa,G,S,G_S_106 10TH AVE.png,"https://maps.googleapis.com/maps/api/streetview?size=800x800&location=106+10TH+AVE,Slater+Iowa"," 106 10TH AVE , Slater, Iowa",-93.6797154,41.8733118,,,,,,,,,,,,,,,,,
 102 10TH AVE REAR ,Slater,Iowa,G,S,G_S_102 10TH AVE REAR.png,"https://maps.googleapis.com/maps/api/streetview?size=800x800&location=102+10TH+AVE+REAR,Slater+Iowa"," 102 10TH AVE REAR , Slater, Iowa",-93.6790814,41.8732546,,,,,,,,,,,,,,,,,
 10TH AVE ,Slater,Iowa,G,S,G_S_10TH AVE.png,"https://maps.googleapis.com/maps/api/streetview?size=800x800&location=10TH+AVE,Slater+Iowa"," 10TH AVE , Slater, Iowa",-93.6815728,41.8735086,,,,,,,,,,,,,,,,,
 203 9TH AVE ,Slater,Iowa,G,S,G_S_203 9TH AVE.png,"https://maps.googleapis.com/maps/api/streetview?size=800x800&location=203+9TH+AVE,Slater+Iowa"," 203 9TH AVE , Slater, Iowa",-93.6802899,41.8745526,,,,,,,,,,,,,,,,,
 201 9TH AVE ,Slater,Iowa,G,S,G_S_201 9TH AVE.png,"https://maps.googleapis.com/maps/api/streetview?size=800x800&location=201+9TH+AVE,Slater+Iowa"," 201 9TH AVE , Slater, Iowa",-93.6800324,41.8745415,,,,,,,,,,,,,,,,,
 105 9TH AVE ,Slater,Iowa,G,S,G_S_105 9TH AVE.png,"https://maps.googleapis.com/maps/api/streetview?size=800x800&location=105+9TH+AVE,Slater+Iowa"," 105 9TH AVE , Slater, Iowa",-93.6796163,41.8745354,,,,,,,,,,,,,,,,,
 103 9TH AVE ,Slater,Iowa,G,S,G_S_103 9TH AVE.png,"https://maps.googleapis.com/maps/api/streetview?size=800x800&location=103+9TH+AVE,Slater+Iowa"," 103 9TH AVE , Slater, Iowa",-93.6791607,41.8745693,,,,,,,,,,,,,,,,,
 303 9TH AVE ,Slater,Iowa,G,S,G_S_303 9TH AVE.png,"https://maps.googleapis.com/maps/api/streetview?size=800x800&location=303+9TH+AVE,Slater+Iowa"," 303 9TH AVE , Slater, Iowa",-93.6815579,41.8745508,,,,,,,,,,,,,,,,,
 304 9TH AVE ,Slater,Iowa,G,S,G_S_304 9TH AVE.png,"https://maps.googleapis.com/maps/api/streetview?size=800x800&location=304+9TH+AVE,Slater+Iowa"," 304 9TH AVE , Slater, Iowa",-93.6818353,41.8741158,,,,,,,,,,,,,,,,,
 403 9TH AVE ,Slater,Iowa,G,S,G_S_403 9TH AVE.png,"https://maps.googleapis.com/maps/api/streetview?size=800x800&location=403+9TH+AVE,Slater+Iowa"," 403 9TH AVE , Slater, Iowa",-93.6827863,41.8745503,,,,,,,,,,,,,,,,,
 207 9TH AVE ,Slater,Iowa,G,S,G_S_207 9TH AVE.png,"https://maps.googleapis.com/maps/api/streetview?size=800x800&location=207+9TH+AVE,Slater+Iowa"," 207 9TH AVE , Slater, Iowa",-93.6808843,41.8745336,,,,,,,,,,,,,,,,,
 300 9TH AVE ,Slater,Iowa,G,S,G_S_300 9TH AVE.png,"https://maps.googleapis.com/maps/api/streetview?size=800x800&location=300+9TH+AVE,Slater+Iowa"," 300 9TH AVE , Slater, Iowa",-93.6812013,41.8740973,,,,,,,,,,,,,,,,,
 300 6TH AVE ,Slater,Iowa,G,S,G_S_300 6TH AVE.png,"https://maps.googleapis.com/maps/api/streetview?size=800x800&location=300+6TH+AVE,Slater+Iowa"," 300 6TH AVE , Slater, Iowa",-93.6815954,41.877604,,,,,,,,,,,,,,,,,
 600 MARSHALL ST ,Slater,Iowa,G,S,G_S_600 MARSHALL ST.png,"https://maps.googleapis.com/maps/api/streetview?size=800x800&location=600+MARSHALL+ST,Slater+Iowa"," 600 MARSHALL ST , Slater, Iowa",-93.6818551,41.87766,,,,,,,,,,,,,,,,,
 601 MARSHALL ST ,Slater,Iowa,G,S,G_S_601 MARSHALL ST.png,"https://maps.googleapis.com/maps/api/streetview?size=800x800&location=601+MARSHALL+ST,Slater+Iowa"," 601 MARSHALL ST , Slater, Iowa",-93.6824098,41.8776423,,,,,,,,,,,,,,,,,
 206 6TH AVE ,Slater,Iowa,G,S,G_S_206 6TH AVE.png,"https://maps.googleapis.com/maps/api/streetview?size=800x800&location=206+6TH+AVE,Slater+Iowa"," 206 6TH AVE , Slater, Iowa",-93.680535,41.8774269,,,,,,,,,,,,,,,,,
 813 S CARROLL ST ,Slater,Iowa,G,S,G_S_813 S CARROLL ST.png,"https://maps.googleapis.com/maps/api/streetview?size=800x800&location=813+S+CARROLL+ST,Slater+Iowa"," 813 S CARROLL ST , Slater, Iowa",-93.6879577,41.8765349,,,,,,,,,,,,,,,,,
 810 S CARROLL ST ,Slater,Iowa,G,S,G_S_810 S CARROLL ST.png,"https://maps.googleapis.com/maps/api/streetview?size=800x800&location=810+S+CARROLL+ST,Slater+Iowa"," 810 S CARROLL ST , Slater, Iowa",-93.6873236,41.8764777,,,,,,,,,,,,,,,,,
 632 GREENE ST ,Slater,Iowa,G,S,G_S_632 GREENE ST.png,"https://maps.googleapis.com/maps/api/streetview?size=800x800&location=632+GREENE+ST,Slater+Iowa"," 632 GREENE ST , Slater, Iowa",-93.6852431,41.8762925,,,,,,,,,,,,,,,,,
 700 MARSHALL ST ,Slater,Iowa,G,S,G_S_700 MARSHALL ST.png,"https://maps.googleapis.com/maps/api/streetview?size=800x800&location=700+MARSHALL+ST,Slater+Iowa"," 700 MARSHALL ST , Slater, Iowa",-93.6817957,41.8764028,,,,,,,,,,,,,,,,,
 613 8TH AVE ,Slater,Iowa,G,S,G_S_613 8TH AVE.png,"https://maps.googleapis.com/maps/api/streetview?size=800x800&location=613+8TH+AVE,Slater+Iowa"," 613 8TH AVE , Slater, Iowa",-93.6864716,41.8757108,,,,,,,,,,,,,,,,,
 702 PARK CIR ,Slater,Iowa,G,S,G_S_702 PARK CIR.png,"https://maps.googleapis.com/maps/api/streetview?size=800x800&location=702+PARK+CIR,Slater+Iowa"," 702 PARK CIR , Slater, Iowa",-93.6825882,41.8758351,,,,,,,,,,,,,,,,,
 701 PARK CIR ,Slater,Iowa,G,S,G_S_701 PARK CIR.png,"https://maps.googleapis.com/maps/api/streetview?size=800x800&location=701+PARK+CIR,Slater+Iowa"," 701 PARK CIR , Slater, Iowa",-93.6824297,41.8756465,,,,,,,,,,,,,,,,,
 701 TAMA CIR ,Slater,Iowa,G,S,G_S_701 TAMA CIR.png,"https://maps.googleapis.com/maps/api/streetview?size=800x800&location=701+TAMA+CIR,Slater+Iowa"," 701 TAMA CIR , Slater, Iowa",-93.6805673,41.8756285,,,,,,,,,,,,,,,,,
 704 BENTON CIR ,Slater,Iowa,G,S,G_S_704 BENTON CIR.png,"https://maps.googleapis.com/maps/api/streetview?size=800x800&location=704+BENTON+CIR,Slater+Iowa"," 704 BENTON CIR , Slater, Iowa",-93.6800522,41.8756063,,,,,,,,,,,,,,,,,
 401 9TH AVE ,Slater,Iowa,G,S,G_S_401 9TH AVE.png,"https://maps.googleapis.com/maps/api/streetview?size=800x800&location=401+9TH+AVE,Slater+Iowa"," 401 9TH AVE , Slater, Iowa",-93.6824098,41.8745429,,,,,,,,,,,,,,,,,
 100 9TH AVE ,Slater,Iowa,G,S,G_S_100 9TH AVE.png,"https://maps.googleapis.com/maps/api/streetview?size=800x800&location=100+9TH+AVE,Slater+Iowa"," 100 9TH AVE , Slater, Iowa",-93.6787447,41.8740984,,,,,,,,,,,,,,,,,
 303 10TH AVE ,Slater,Iowa,G,S,G_S_303 10TH AVE.png,"https://maps.googleapis.com/maps/api/streetview?size=800x800&location=303+10TH+AVE,Slater+Iowa"," 303 10TH AVE , Slater, Iowa",-93.6815183,41.8737385,,,,,,,,,,,,,,,,,
 301 10TH AVE ,Slater,Iowa,G,S,G_S_301 10TH AVE.png,"https://maps.googleapis.com/maps/api/streetview?size=800x800&location=301+10TH+AVE,Slater+Iowa"," 301 10TH AVE , Slater, Iowa",-93.6812013,41.8737099,,,,,,,,,,,,,,,,,
 205 10TH AVE ,Slater,Iowa,G,S,G_S_205 10TH AVE.png,"https://maps.googleapis.com/maps/api/streetview?size=800x800&location=205+10TH+AVE,Slater+Iowa"," 205 10TH AVE , Slater, Iowa",-93.6809239,41.8737187,,,,,,,,,,,,,,,,,
 402 10TH AVE ,Slater,Iowa,G,S,G_S_402 10TH AVE.png,"https://maps.googleapis.com/maps/api/streetview?size=800x800&location=402+10TH+AVE,Slater+Iowa"," 402 10TH AVE , Slater, Iowa",-93.6828061,41.8732905,,,,,,,,,,,,,,,,,
 206 10TH AVE ,Slater,Iowa,G,S,G_S_206 10TH AVE.png,"https://maps.googleapis.com/maps/api/streetview?size=800x800&location=206+10TH+AVE,Slater+Iowa"," 206 10TH AVE , Slater, Iowa",-93.6811617,41.8733237,,,,,,,,,,,,,,,,,
 204 10TH AVE ,Slater,Iowa,G,S,G_S_204 10TH AVE.png,"https://maps.googleapis.com/maps/api/streetview?size=800x800&location=204+10TH+AVE,Slater+Iowa"," 204 10TH AVE , Slater, Iowa",-93.6808843,41.8732938,,,,,,,,,,,,,,,,,
 202 10TH AVE ,Slater,Iowa,G,S,G_S_202 10TH AVE.png,"https://maps.googleapis.com/maps/api/streetview?size=800x800&location=202+10TH+AVE,Slater+Iowa"," 202 10TH AVE , Slater, Iowa",-93.6806069,41.8733027,,,,,,,,,,,,,,,,,
 202 10TH AVE ,Slater,Iowa,G,S,G_S_202 10TH AVE.png,"https://maps.googleapis.com/maps/api/streetview?size=800x800&location=202+10TH+AVE,Slater+Iowa"," 202 10TH AVE , Slater, Iowa",-93.6806069,41.8733027,,,,,,,,,,,,,,,,,
 801 S CARROLL ST ,Slater,Iowa,G,S,G_S_801 S CARROLL ST.png,"https://maps.googleapis.com/maps/api/streetview?size=800x800&location=801+S+CARROLL+ST,Slater+Iowa"," 801 S CARROLL ST , Slater, Iowa",-93.688671,41.8776743,,,,,,,,,,,,,,,,,
 808 S CARROLL ST ,Slater,Iowa,G,S,G_S_808 S CARROLL ST.png,"https://maps.googleapis.com/maps/api/streetview?size=800x800&location=808+S+CARROLL+ST,Slater+Iowa"," 808 S CARROLL ST , Slater, Iowa",-93.6873236,41.8767102,,,,,,,,,,,,,,,,,
 626 GREENE ST ,Slater,Iowa,G,S,G_S_626 GREENE ST.png,"https://maps.googleapis.com/maps/api/streetview?size=800x800&location=626+GREENE+ST,Slater+Iowa"," 626 GREENE ST , Slater, Iowa",-93.6855205,41.8766323,,,,,,,,,,,,,,,,,
 627 GREENE ST ,Slater,Iowa,G,S,G_S_627 GREENE ST.png,"https://maps.googleapis.com/maps/api/streetview?size=800x800&location=627+GREENE+ST,Slater+Iowa"," 627 GREENE ST , Slater, Iowa",-93.6862734,41.8766857,,,,,,,,,,,,,,,,,
 630 GREENE ST ,Slater,Iowa,G,S,G_S_630 GREENE ST.png,"https://maps.googleapis.com/maps/api/streetview?size=800x800&location=630+GREENE+ST,Slater+Iowa"," 630 GREENE ST , Slater, Iowa",-93.6854016,41.8764812,,,,,,,,,,,,,,,,,
 402 7TH AVE ,Slater,Iowa,G,S,G_S_402 7TH AVE.png,"https://maps.googleapis.com/maps/api/streetview?size=800x800&location=402+7TH+AVE,Slater+Iowa"," 402 7TH AVE , Slater, Iowa",-93.6825683,41.8762425,,,,,,,,,,,,,,,,,
 815 S CARROLL ST ,Slater,Iowa,G,S,G_S_815 S CARROLL ST.png,"https://maps.googleapis.com/maps/api/streetview?size=800x800&location=815+S+CARROLL+ST,Slater+Iowa"," 815 S CARROLL ST , Slater, Iowa",-93.6879577,41.876225,,,,,,,,,,,,,,,,,
 812 S CARROLL ST ,Slater,Iowa,G,S,G_S_812 S CARROLL ST.png,"https://maps.googleapis.com/maps/api/streetview?size=800x800&location=812+S+CARROLL+ST,Slater+Iowa"," 812 S CARROLL ST , Slater, Iowa",-93.6872443,41.8762478,,,,,,,,,,,,,,,,,
 633 GREENE ST ,Slater,Iowa,G,S,G_S_633 GREENE ST.png,"https://maps.googleapis.com/maps/api/streetview?size=800x800&location=633+GREENE+ST,Slater+Iowa"," 633 GREENE ST , Slater, Iowa",-93.6857979,41.8760811,,,,,,,,,,,,,,,,,
 702 BENTON CIR ,Slater,Iowa,G,S,G_S_702 BENTON CIR.png,"https://maps.googleapis.com/maps/api/streetview?size=800x800&location=702+BENTON+CIR,Slater+Iowa"," 702 BENTON CIR , Slater, Iowa",-93.6794579,41.8758577,,,,,,,,,,,,,,,,,
 703 LINN ST ,Slater,Iowa,G,S,G_S_703 LINN ST.png,"https://maps.googleapis.com/maps/api/streetview?size=800x800&location=703+LINN+ST,Slater+Iowa"," 703 LINN ST , Slater, Iowa",-93.6787843,41.875918,,,,,,,,,,,,,,,,,
 703 BENTON CIR ,Slater,Iowa,G,S,G_S_703 BENTON CIR.png,"https://maps.googleapis.com/maps/api/streetview?size=800x800&location=703+BENTON+CIR,Slater+Iowa"," 703 BENTON CIR , Slater, Iowa",-93.6798937,41.8758825,,,,,,,,,,,,,,,,,
 901 FOUR MILE DR ,Slater,Iowa,G,S,G_S_901 FOUR MILE DR.png,"https://maps.googleapis.com/maps/api/streetview?size=800x800&location=901+FOUR+MILE+DR,Slater+Iowa"," 901 FOUR MILE DR , Slater, Iowa",-93.6878586,41.8758988,,,,,,,,,,,,,,,,,
 204 9TH AVE ,Slater,Iowa,G,S,G_S_204 9TH AVE.png,"https://maps.googleapis.com/maps/api/streetview?size=800x800&location=204+9TH+AVE,Slater+Iowa"," 204 9TH AVE , Slater, Iowa",-93.6806069,41.8741163,,,,,,,,,,,,,,,,,
 202 9TH AVE ,Slater,Iowa,G,S,G_S_202 9TH AVE.png,"https://maps.googleapis.com/maps/api/streetview?size=800x800&location=202+9TH+AVE,Slater+Iowa"," 202 9TH AVE , Slater, Iowa",-93.6802503,41.8741277,,,,,,,,,,,,,,,,,
 200 9TH AVE ,Slater,Iowa,G,S,G_S_200 9TH AVE.png,"https://maps.googleapis.com/maps/api/streetview?size=800x800&location=200+9TH+AVE,Slater+Iowa"," 200 9TH AVE , Slater, Iowa",-93.679973,41.8740978,,,,,,,,,,,,,,,,,
 106 9TH AVE ,Slater,Iowa,G,S,G_S_106 9TH AVE.png,"https://maps.googleapis.com/maps/api/streetview?size=800x800&location=106+9TH+AVE,Slater+Iowa"," 106 9TH AVE , Slater, Iowa",-93.679656,41.8740692,,,,,,,,,,,,,,,,,
 601 STORY ST ,Slater,Iowa,G,S,G_S_601 STORY ST.png,"https://maps.googleapis.com/maps/api/streetview?size=800x800&location=601+STORY+ST,Slater+Iowa"," 601 STORY ST , Slater, Iowa",-93.6837967,41.8775592,,,,,,,,,,,,,,,,,
 302 6TH AVE ,Slater,Iowa,G,S,G_S_302 6TH AVE.png,"https://maps.googleapis.com/maps/api/streetview?size=800x800&location=302+6TH+AVE,Slater+Iowa"," 302 6TH AVE , Slater, Iowa",-93.681699,41.8776033,,,,,,,,,,,,,,,,,
 107 10TH AVE ,Slater,Iowa,G,S,G_S_107 10TH AVE.png,"https://maps.googleapis.com/maps/api/streetview?size=800x800&location=107+10TH+AVE,Slater+Iowa"," 107 10TH AVE , Slater, Iowa",-93.6796956,41.8737193,,,,,,,,,,,,,,,,,
 105 10TH AVE ,Slater,Iowa,G,S,G_S_105 10TH AVE.png,"https://maps.googleapis.com/maps/api/streetview?size=800x800&location=105+10TH+AVE,Slater+Iowa"," 105 10TH AVE , Slater, Iowa",-93.6793984,41.8737094,,,,,,,,,,,,,,,,,
 109 10TH AVE ,Slater,Iowa,G,S,G_S_109 10TH AVE.png,"https://maps.googleapis.com/maps/api/streetview?size=800x800&location=109+10TH+AVE,Slater+Iowa"," 109 10TH AVE , Slater, Iowa",-93.6800126,41.8737091,,,,,,,,,,,,,,,,,
 103 10TH AVE ,Slater,Iowa,G,S,G_S_103 10TH AVE.png,"https://maps.googleapis.com/maps/api/streetview?size=800x800&location=103+10TH+AVE,Slater+Iowa"," 103 10TH AVE , Slater, Iowa",-93.6790616,41.8737008,,,,,,,,,,,,,,,,,
 102 10TH AVE ,Slater,Iowa,G,S,G_S_102 10TH AVE.png,"https://maps.googleapis.com/maps/api/streetview?size=800x800&location=102+10TH+AVE,Slater+Iowa"," 102 10TH AVE , Slater, Iowa",-93.6790814,41.8732546,,,,,,,,,,,,,,,,,
 100 10TH AVE ,Slater,Iowa,G,S,G_S_100 10TH AVE.png,"https://maps.googleapis.com/maps/api/streetview?size=800x800&location=100+10TH+AVE,Slater+Iowa"," 100 10TH AVE , Slater, Iowa",-93.6787447,41.8732847,,,,,,,,,,,,,,,,,
 304 10TH AVE ,Slater,Iowa,G,S,G_S_304 10TH AVE.png,"https://maps.googleapis.com/maps/api/streetview?size=800x800&location=304+10TH+AVE,Slater+Iowa"," 304 10TH AVE , Slater, Iowa",-93.6818551,41.8733209,,,,,,,,,,,,,,,,,
 625 GREENE ST ,Slater,Iowa,G,S,G_S_625 GREENE ST.png,"https://maps.googleapis.com/maps/api/streetview?size=800x800&location=625+GREENE+ST,Slater+Iowa"," 625 GREENE ST , Slater, Iowa",-93.6862734,41.8768019,,,,,,,,,,,,,,,,,
