Address,City,State,Source,City.ID,Image.Name,image.url,Full_Address,lon,lat,parcel_number,date,floors_num,bedrooms_num,bathrooms_num,basement,heating,cooling,yr_built,own_v_rent,age_tenants,tenants_num,type_property,sqft,curr_price,prev_price,county
 805 S CARROLL ST ,Slater,Iowa,G,S,G_S_805 S CARROLL ST.png,"https://maps.googleapis.com/maps/api/streetview?size=800x800&location=805+S+CARROLL+ST,Slater+Iowa"," 805 S CARROLL ST Slater, Iowa",-93.6792994,41.8756303,,,,,,,,,,,,,,,,,
 802 S CARROLL ST ,Slater,Iowa,G,S,G_S_802 S CARROLL ST.png,"https://maps.googleapis.com/maps/api/streetview?size=800x800&location=802+S+CARROLL+ST,Slater+Iowa"," 802 S CARROLL ST Slater, Iowa",-93.6792994,41.8756303,,,,,,,,,,,,,,,,,
 607 GREENE ST ,Slater,Iowa,G,S,G_S_607 GREENE ST.png,"https://maps.googleapis.com/maps/api/streetview?size=800x800&location=607+GREENE+ST,Slater+Iowa"," 607 GREENE ST Slater, Iowa",-93.6792994,41.8756303,,,,,,,,,,,,,,,,,
 611 GREENE ST ,Slater,Iowa,G,S,G_S_611 GREENE ST.png,"https://maps.googleapis.com/maps/api/streetview?size=800x800&location=611+GREENE+ST,Slater+Iowa"," 611 GREENE ST Slater, Iowa",-93.6792994,41.8756303,,,,,,,,,,,,,,,,,
 607 MARSHALL ST ,Slater,Iowa,G,S,G_S_607 MARSHALL ST.png,"https://maps.googleapis.com/maps/api/streetview?size=800x800&location=607+MARSHALL+ST,Slater+Iowa"," 607 MARSHALL ST Slater, Iowa",-93.6792994,41.8756303,,,,,,,,,,,,,,,,,
 606 MARSHALL ST ,Slater,Iowa,G,S,G_S_606 MARSHALL ST.png,"https://maps.googleapis.com/maps/api/streetview?size=800x800&location=606+MARSHALL+ST,Slater+Iowa"," 606 MARSHALL ST Slater, Iowa",-93.6792994,41.8756303,,,,,,,,,,,,,,,,,
 806 S CARROLL ST ,Slater,Iowa,G,S,G_S_806 S CARROLL ST.png,"https://maps.googleapis.com/maps/api/streetview?size=800x800&location=806+S+CARROLL+ST,Slater+Iowa"," 806 S CARROLL ST Slater, Iowa",-93.6792994,41.8756303,,,,,,,,,,,,,,,,,
 106 10TH AVE ,Slater,Iowa,G,S,G_S_106 10TH AVE.png,"https://maps.googleapis.com/maps/api/streetview?size=800x800&location=106+10TH+AVE,Slater+Iowa"," 106 10TH AVE Slater, Iowa",-93.6792994,41.8756303,,,,,,,,,,,,,,,,,
 102 10TH AVE REAR ,Slater,Iowa,G,S,G_S_102 10TH AVE REAR.png,"https://maps.googleapis.com/maps/api/streetview?size=800x800&location=102+10TH+AVE+REAR,Slater+Iowa"," 102 10TH AVE REAR Slater, Iowa",-93.6792994,41.8756303,,,,,,,,,,,,,,,,,
 10TH AVE ,Slater,Iowa,G,S,G_S_10TH AVE.png,"https://maps.googleapis.com/maps/api/streetview?size=800x800&location=10TH+AVE,Slater+Iowa"," 10TH AVE Slater, Iowa",-93.6792994,41.8756303,,,,,,,,,,,,,,,,,
 203 9TH AVE ,Slater,Iowa,G,S,G_S_203 9TH AVE.png,"https://maps.googleapis.com/maps/api/streetview?size=800x800&location=203+9TH+AVE,Slater+Iowa"," 203 9TH AVE Slater, Iowa",-93.6792994,41.8756303,,,,,,,,,,,,,,,,,
 201 9TH AVE ,Slater,Iowa,G,S,G_S_201 9TH AVE.png,"https://maps.googleapis.com/maps/api/streetview?size=800x800&location=201+9TH+AVE,Slater+Iowa"," 201 9TH AVE Slater, Iowa",-93.6792994,41.8756303,,,,,,,,,,,,,,,,,
 105 9TH AVE ,Slater,Iowa,G,S,G_S_105 9TH AVE.png,"https://maps.googleapis.com/maps/api/streetview?size=800x800&location=105+9TH+AVE,Slater+Iowa"," 105 9TH AVE Slater, Iowa",-93.6792994,41.8756303,,,,,,,,,,,,,,,,,
 103 9TH AVE ,Slater,Iowa,G,S,G_S_103 9TH AVE.png,"https://maps.googleapis.com/maps/api/streetview?size=800x800&location=103+9TH+AVE,Slater+Iowa"," 103 9TH AVE Slater, Iowa",-93.6792994,41.8756303,,,,,,,,,,,,,,,,,
 303 9TH AVE ,Slater,Iowa,G,S,G_S_303 9TH AVE.png,"https://maps.googleapis.com/maps/api/streetview?size=800x800&location=303+9TH+AVE,Slater+Iowa"," 303 9TH AVE Slater, Iowa",-93.6792994,41.8756303,,,,,,,,,,,,,,,,,
 304 9TH AVE ,Slater,Iowa,G,S,G_S_304 9TH AVE.png,"https://maps.googleapis.com/maps/api/streetview?size=800x800&location=304+9TH+AVE,Slater+Iowa"," 304 9TH AVE Slater, Iowa",-93.6792994,41.8756303,,,,,,,,,,,,,,,,,
 403 9TH AVE ,Slater,Iowa,G,S,G_S_403 9TH AVE.png,"https://maps.googleapis.com/maps/api/streetview?size=800x800&location=403+9TH+AVE,Slater+Iowa"," 403 9TH AVE Slater, Iowa",-93.6792994,41.8756303,,,,,,,,,,,,,,,,,
 207 9TH AVE ,Slater,Iowa,G,S,G_S_207 9TH AVE.png,"https://maps.googleapis.com/maps/api/streetview?size=800x800&location=207+9TH+AVE,Slater+Iowa"," 207 9TH AVE Slater, Iowa",-93.6792994,41.8756303,,,,,,,,,,,,,,,,,
 300 9TH AVE ,Slater,Iowa,G,S,G_S_300 9TH AVE.png,"https://maps.googleapis.com/maps/api/streetview?size=800x800&location=300+9TH+AVE,Slater+Iowa"," 300 9TH AVE Slater, Iowa",-93.6792994,41.8756303,,,,,,,,,,,,,,,,,
 300 6TH AVE ,Slater,Iowa,G,S,G_S_300 6TH AVE.png,"https://maps.googleapis.com/maps/api/streetview?size=800x800&location=300+6TH+AVE,Slater+Iowa"," 300 6TH AVE Slater, Iowa",-93.6792994,41.8756303,,,,,,,,,,,,,,,,,
 600 MARSHALL ST ,Slater,Iowa,G,S,G_S_600 MARSHALL ST.png,"https://maps.googleapis.com/maps/api/streetview?size=800x800&location=600+MARSHALL+ST,Slater+Iowa"," 600 MARSHALL ST Slater, Iowa",-93.6792994,41.8756303,,,,,,,,,,,,,,,,,
 601 MARSHALL ST ,Slater,Iowa,G,S,G_S_601 MARSHALL ST.png,"https://maps.googleapis.com/maps/api/streetview?size=800x800&location=601+MARSHALL+ST,Slater+Iowa"," 601 MARSHALL ST Slater, Iowa",-93.6792994,41.8756303,,,,,,,,,,,,,,,,,
 206 6TH AVE ,Slater,Iowa,G,S,G_S_206 6TH AVE.png,"https://maps.googleapis.com/maps/api/streetview?size=800x800&location=206+6TH+AVE,Slater+Iowa"," 206 6TH AVE Slater, Iowa",-93.6792994,41.8756303,,,,,,,,,,,,,,,,,
 813 S CARROLL ST ,Slater,Iowa,G,S,G_S_813 S CARROLL ST.png,"https://maps.googleapis.com/maps/api/streetview?size=800x800&location=813+S+CARROLL+ST,Slater+Iowa"," 813 S CARROLL ST Slater, Iowa",-93.6792994,41.8756303,,,,,,,,,,,,,,,,,
 810 S CARROLL ST ,Slater,Iowa,G,S,G_S_810 S CARROLL ST.png,"https://maps.googleapis.com/maps/api/streetview?size=800x800&location=810+S+CARROLL+ST,Slater+Iowa"," 810 S CARROLL ST Slater, Iowa",-93.6792994,41.8756303,,,,,,,,,,,,,,,,,
 632 GREENE ST ,Slater,Iowa,G,S,G_S_632 GREENE ST.png,"https://maps.googleapis.com/maps/api/streetview?size=800x800&location=632+GREENE+ST,Slater+Iowa"," 632 GREENE ST Slater, Iowa",-93.6792994,41.8756303,,,,,,,,,,,,,,,,,
 700 MARSHALL ST ,Slater,Iowa,G,S,G_S_700 MARSHALL ST.png,"https://maps.googleapis.com/maps/api/streetview?size=800x800&location=700+MARSHALL+ST,Slater+Iowa"," 700 MARSHALL ST Slater, Iowa",-93.6792994,41.8756303,,,,,,,,,,,,,,,,,
 613 8TH AVE ,Slater,Iowa,G,S,G_S_613 8TH AVE.png,"https://maps.googleapis.com/maps/api/streetview?size=800x800&location=613+8TH+AVE,Slater+Iowa"," 613 8TH AVE Slater, Iowa",-93.6792994,41.8756303,,,,,,,,,,,,,,,,,
 702 PARK CIR ,Slater,Iowa,G,S,G_S_702 PARK CIR.png,"https://maps.googleapis.com/maps/api/streetview?size=800x800&location=702+PARK+CIR,Slater+Iowa"," 702 PARK CIR Slater, Iowa",-93.6792994,41.8756303,,,,,,,,,,,,,,,,,
 701 PARK CIR ,Slater,Iowa,G,S,G_S_701 PARK CIR.png,"https://maps.googleapis.com/maps/api/streetview?size=800x800&location=701+PARK+CIR,Slater+Iowa"," 701 PARK CIR Slater, Iowa",-93.6792994,41.8756303,,,,,,,,,,,,,,,,,
 701 TAMA CIR ,Slater,Iowa,G,S,G_S_701 TAMA CIR.png,"https://maps.googleapis.com/maps/api/streetview?size=800x800&location=701+TAMA+CIR,Slater+Iowa"," 701 TAMA CIR Slater, Iowa",-93.6792994,41.8756303,,,,,,,,,,,,,,,,,
 704 BENTON CIR ,Slater,Iowa,G,S,G_S_704 BENTON CIR.png,"https://maps.googleapis.com/maps/api/streetview?size=800x800&location=704+BENTON+CIR,Slater+Iowa"," 704 BENTON CIR Slater, Iowa",-93.6792994,41.8756303,,,,,,,,,,,,,,,,,
 401 9TH AVE ,Slater,Iowa,G,S,G_S_401 9TH AVE.png,"https://maps.googleapis.com/maps/api/streetview?size=800x800&location=401+9TH+AVE,Slater+Iowa"," 401 9TH AVE Slater, Iowa",-93.6792994,41.8756303,,,,,,,,,,,,,,,,,
 100 9TH AVE ,Slater,Iowa,G,S,G_S_100 9TH AVE.png,"https://maps.googleapis.com/maps/api/streetview?size=800x800&location=100+9TH+AVE,Slater+Iowa"," 100 9TH AVE Slater, Iowa",-93.6792994,41.8756303,,,,,,,,,,,,,,,,,
 303 10TH AVE ,Slater,Iowa,G,S,G_S_303 10TH AVE.png,"https://maps.googleapis.com/maps/api/streetview?size=800x800&location=303+10TH+AVE,Slater+Iowa"," 303 10TH AVE Slater, Iowa",-93.6792994,41.8756303,,,,,,,,,,,,,,,,,
 301 10TH AVE ,Slater,Iowa,G,S,G_S_301 10TH AVE.png,"https://maps.googleapis.com/maps/api/streetview?size=800x800&location=301+10TH+AVE,Slater+Iowa"," 301 10TH AVE Slater, Iowa",-93.6792994,41.8756303,,,,,,,,,,,,,,,,,
 205 10TH AVE ,Slater,Iowa,G,S,G_S_205 10TH AVE.png,"https://maps.googleapis.com/maps/api/streetview?size=800x800&location=205+10TH+AVE,Slater+Iowa"," 205 10TH AVE Slater, Iowa",-93.6792994,41.8756303,,,,,,,,,,,,,,,,,
 402 10TH AVE ,Slater,Iowa,G,S,G_S_402 10TH AVE.png,"https://maps.googleapis.com/maps/api/streetview?size=800x800&location=402+10TH+AVE,Slater+Iowa"," 402 10TH AVE Slater, Iowa",-93.6792994,41.8756303,,,,,,,,,,,,,,,,,
 206 10TH AVE ,Slater,Iowa,G,S,G_S_206 10TH AVE.png,"https://maps.googleapis.com/maps/api/streetview?size=800x800&location=206+10TH+AVE,Slater+Iowa"," 206 10TH AVE Slater, Iowa",-93.6792994,41.8756303,,,,,,,,,,,,,,,,,
 204 10TH AVE ,Slater,Iowa,G,S,G_S_204 10TH AVE.png,"https://maps.googleapis.com/maps/api/streetview?size=800x800&location=204+10TH+AVE,Slater+Iowa"," 204 10TH AVE Slater, Iowa",-93.6792994,41.8756303,,,,,,,,,,,,,,,,,
 202 10TH AVE ,Slater,Iowa,G,S,G_S_202 10TH AVE.png,"https://maps.googleapis.com/maps/api/streetview?size=800x800&location=202+10TH+AVE,Slater+Iowa"," 202 10TH AVE Slater, Iowa",-93.6792994,41.8756303,,,,,,,,,,,,,,,,,
 202 10TH AVE ,Slater,Iowa,G,S,G_S_202 10TH AVE.png,"https://maps.googleapis.com/maps/api/streetview?size=800x800&location=202+10TH+AVE,Slater+Iowa"," 202 10TH AVE Slater, Iowa",-93.6792994,41.8756303,,,,,,,,,,,,,,,,,
 801 S CARROLL ST ,Slater,Iowa,G,S,G_S_801 S CARROLL ST.png,"https://maps.googleapis.com/maps/api/streetview?size=800x800&location=801+S+CARROLL+ST,Slater+Iowa"," 801 S CARROLL ST Slater, Iowa",-93.6792994,41.8756303,,,,,,,,,,,,,,,,,
 808 S CARROLL ST ,Slater,Iowa,G,S,G_S_808 S CARROLL ST.png,"https://maps.googleapis.com/maps/api/streetview?size=800x800&location=808+S+CARROLL+ST,Slater+Iowa"," 808 S CARROLL ST Slater, Iowa",-93.6792994,41.8756303,,,,,,,,,,,,,,,,,
 626 GREENE ST ,Slater,Iowa,G,S,G_S_626 GREENE ST.png,"https://maps.googleapis.com/maps/api/streetview?size=800x800&location=626+GREENE+ST,Slater+Iowa"," 626 GREENE ST Slater, Iowa",-93.6792994,41.8756303,,,,,,,,,,,,,,,,,
 627 GREENE ST ,Slater,Iowa,G,S,G_S_627 GREENE ST.png,"https://maps.googleapis.com/maps/api/streetview?size=800x800&location=627+GREENE+ST,Slater+Iowa"," 627 GREENE ST Slater, Iowa",-93.6792994,41.8756303,,,,,,,,,,,,,,,,,
 630 GREENE ST ,Slater,Iowa,G,S,G_S_630 GREENE ST.png,"https://maps.googleapis.com/maps/api/streetview?size=800x800&location=630+GREENE+ST,Slater+Iowa"," 630 GREENE ST Slater, Iowa",-93.6792994,41.8756303,,,,,,,,,,,,,,,,,
 402 7TH AVE ,Slater,Iowa,G,S,G_S_402 7TH AVE.png,"https://maps.googleapis.com/maps/api/streetview?size=800x800&location=402+7TH+AVE,Slater+Iowa"," 402 7TH AVE Slater, Iowa",-93.6792994,41.8756303,,,,,,,,,,,,,,,,,
 815 S CARROLL ST ,Slater,Iowa,G,S,G_S_815 S CARROLL ST.png,"https://maps.googleapis.com/maps/api/streetview?size=800x800&location=815+S+CARROLL+ST,Slater+Iowa"," 815 S CARROLL ST Slater, Iowa",-93.6792994,41.8756303,,,,,,,,,,,,,,,,,
 812 S CARROLL ST ,Slater,Iowa,G,S,G_S_812 S CARROLL ST.png,"https://maps.googleapis.com/maps/api/streetview?size=800x800&location=812+S+CARROLL+ST,Slater+Iowa"," 812 S CARROLL ST Slater, Iowa",-93.6792994,41.8756303,,,,,,,,,,,,,,,,,
 633 GREENE ST ,Slater,Iowa,G,S,G_S_633 GREENE ST.png,"https://maps.googleapis.com/maps/api/streetview?size=800x800&location=633+GREENE+ST,Slater+Iowa"," 633 GREENE ST Slater, Iowa",-93.6792994,41.8756303,,,,,,,,,,,,,,,,,
 702 BENTON CIR ,Slater,Iowa,G,S,G_S_702 BENTON CIR.png,"https://maps.googleapis.com/maps/api/streetview?size=800x800&location=702+BENTON+CIR,Slater+Iowa"," 702 BENTON CIR Slater, Iowa",-93.6792994,41.8756303,,,,,,,,,,,,,,,,,
 703 LINN ST ,Slater,Iowa,G,S,G_S_703 LINN ST.png,"https://maps.googleapis.com/maps/api/streetview?size=800x800&location=703+LINN+ST,Slater+Iowa"," 703 LINN ST Slater, Iowa",-93.6792994,41.8756303,,,,,,,,,,,,,,,,,
 703 BENTON CIR ,Slater,Iowa,G,S,G_S_703 BENTON CIR.png,"https://maps.googleapis.com/maps/api/streetview?size=800x800&location=703+BENTON+CIR,Slater+Iowa"," 703 BENTON CIR Slater, Iowa",-93.6792994,41.8756303,,,,,,,,,,,,,,,,,
 901 FOUR MILE DR ,Slater,Iowa,G,S,G_S_901 FOUR MILE DR.png,"https://maps.googleapis.com/maps/api/streetview?size=800x800&location=901+FOUR+MILE+DR,Slater+Iowa"," 901 FOUR MILE DR Slater, Iowa",-93.6792994,41.8756303,,,,,,,,,,,,,,,,,
 204 9TH AVE ,Slater,Iowa,G,S,G_S_204 9TH AVE.png,"https://maps.googleapis.com/maps/api/streetview?size=800x800&location=204+9TH+AVE,Slater+Iowa"," 204 9TH AVE Slater, Iowa",-93.6792994,41.8756303,,,,,,,,,,,,,,,,,
 202 9TH AVE ,Slater,Iowa,G,S,G_S_202 9TH AVE.png,"https://maps.googleapis.com/maps/api/streetview?size=800x800&location=202+9TH+AVE,Slater+Iowa"," 202 9TH AVE Slater, Iowa",-93.6792994,41.8756303,,,,,,,,,,,,,,,,,
 200 9TH AVE ,Slater,Iowa,G,S,G_S_200 9TH AVE.png,"https://maps.googleapis.com/maps/api/streetview?size=800x800&location=200+9TH+AVE,Slater+Iowa"," 200 9TH AVE Slater, Iowa",-93.6792994,41.8756303,,,,,,,,,,,,,,,,,
 106 9TH AVE ,Slater,Iowa,G,S,G_S_106 9TH AVE.png,"https://maps.googleapis.com/maps/api/streetview?size=800x800&location=106+9TH+AVE,Slater+Iowa"," 106 9TH AVE Slater, Iowa",-93.6792994,41.8756303,,,,,,,,,,,,,,,,,
 601 STORY ST ,Slater,Iowa,G,S,G_S_601 STORY ST.png,"https://maps.googleapis.com/maps/api/streetview?size=800x800&location=601+STORY+ST,Slater+Iowa"," 601 STORY ST Slater, Iowa",-93.6792994,41.8756303,,,,,,,,,,,,,,,,,
 302 6TH AVE ,Slater,Iowa,G,S,G_S_302 6TH AVE.png,"https://maps.googleapis.com/maps/api/streetview?size=800x800&location=302+6TH+AVE,Slater+Iowa"," 302 6TH AVE Slater, Iowa",-93.6792994,41.8756303,,,,,,,,,,,,,,,,,
 107 10TH AVE ,Slater,Iowa,G,S,G_S_107 10TH AVE.png,"https://maps.googleapis.com/maps/api/streetview?size=800x800&location=107+10TH+AVE,Slater+Iowa"," 107 10TH AVE Slater, Iowa",-93.6792994,41.8756303,,,,,,,,,,,,,,,,,
 105 10TH AVE ,Slater,Iowa,G,S,G_S_105 10TH AVE.png,"https://maps.googleapis.com/maps/api/streetview?size=800x800&location=105+10TH+AVE,Slater+Iowa"," 105 10TH AVE Slater, Iowa",-93.6792994,41.8756303,,,,,,,,,,,,,,,,,
 109 10TH AVE ,Slater,Iowa,G,S,G_S_109 10TH AVE.png,"https://maps.googleapis.com/maps/api/streetview?size=800x800&location=109+10TH+AVE,Slater+Iowa"," 109 10TH AVE Slater, Iowa",-93.6792994,41.8756303,,,,,,,,,,,,,,,,,
 103 10TH AVE ,Slater,Iowa,G,S,G_S_103 10TH AVE.png,"https://maps.googleapis.com/maps/api/streetview?size=800x800&location=103+10TH+AVE,Slater+Iowa"," 103 10TH AVE Slater, Iowa",-93.6792994,41.8756303,,,,,,,,,,,,,,,,,
 102 10TH AVE ,Slater,Iowa,G,S,G_S_102 10TH AVE.png,"https://maps.googleapis.com/maps/api/streetview?size=800x800&location=102+10TH+AVE,Slater+Iowa"," 102 10TH AVE Slater, Iowa",-93.6792994,41.8756303,,,,,,,,,,,,,,,,,
 100 10TH AVE ,Slater,Iowa,G,S,G_S_100 10TH AVE.png,"https://maps.googleapis.com/maps/api/streetview?size=800x800&location=100+10TH+AVE,Slater+Iowa"," 100 10TH AVE Slater, Iowa",-93.6792994,41.8756303,,,,,,,,,,,,,,,,,
 304 10TH AVE ,Slater,Iowa,G,S,G_S_304 10TH AVE.png,"https://maps.googleapis.com/maps/api/streetview?size=800x800&location=304+10TH+AVE,Slater+Iowa"," 304 10TH AVE Slater, Iowa",-93.6792994,41.8756303,,,,,,,,,,,,,,,,,
 625 GREENE ST ,Slater,Iowa,G,S,G_S_625 GREENE ST.png,"https://maps.googleapis.com/maps/api/streetview?size=800x800&location=625+GREENE+ST,Slater+Iowa"," 625 GREENE ST Slater, Iowa",-93.6792994,41.8756303,,,,,,,,,,,,,,,,,
 610 MARSHALL ST ,Slater,Iowa,G,S,G_S_610 MARSHALL ST.png,"https://maps.googleapis.com/maps/api/streetview?size=800x800&location=610+MARSHALL+ST,Slater+Iowa"," 610 MARSHALL ST Slater, Iowa",-93.6792994,41.8756303,,,,,,,,,,,,,,,,,
