address,city,state,source,city_id,image_name,image_url,lon,lat,date,parcel_num,floors_num,bedrooms_num,bathrooms_num,basement,heating,cooling,yr_built,own_v_rent,age_tenants,tenants_num,type_property,sqft,curr_price,prev_price,county,clear_image,test_failed,rand_select,vegetation,vegetation_confidence,siding,siding_confidence,gutter,gutter_confidence,roof,roof_confidence,img_used
626 W ELM ST,Ogden,Iowa,,,,"626 W ELM ST, Ogden, Iowa",-94.0358394,42.0427903,,,,,,,,,,,,,,,,,,False,house_present,False,,0.0,,0.0,,0.0,,0.0,
407 NW 7TH ST,Ogden,Iowa,,,,"407 NW 7TH ST, Ogden, Iowa",-94.0359424,42.0422943,,,,,,,,,,,,,,,,,,True,,False,garden_present,50.11,good_siding,37.3,good_gutter,70.47,good_roof,57.88,G_OG_407 NW 7TH ST_
513 NW 3RD ST,Ogden,Iowa,,,,"513 NW 3RD ST, Ogden, Iowa",-94.0303934,42.0435797,,,,,,,,,,,,,,,,,,True,,False,garden_present,42.3,good_siding,37.33,poor/no_gutter,66.82,good_roof,59.12,G_OG_513 NW 3RD ST_
101 W SYCAMORE ST,Ogden,Iowa,,,,"101 W SYCAMORE ST, Ogden, Iowa",-94.0283389,42.0413157,,,,,,,,,,,,,,,,,,False,house_present,False,,0.0,,0.0,,0.0,,0.0,
407 W SYCAMORE ST,Ogden,Iowa,,,,"407 W SYCAMORE ST, Ogden, Iowa",-94.0326875,42.0412791,,,,,,,,,,,,,,,,,,False,house_present,False,,0.0,,0.0,,0.0,,0.0,
320 NW 5TH ST,Ogden,Iowa,,,,"320 NW 5TH ST, Ogden, Iowa",-94.0336051,42.0418262,,,,,,,,,,,,,,,,,,True,,False,garden_present,45.6,good_siding,39.99,good_gutter,71.54,good_roof,51.94,G_OG_320 NW 5TH ST_
101 E ELM ST,Ogden,Iowa,,,,"101 E ELM ST, Ogden, Iowa",-94.0277405,42.0432673,,,,,,,,,,,,,,,,,,False,house_present,False,,0.0,,0.0,,0.0,,0.0,
513 NW 3RD ST,Ogden,Iowa,,,,"513 NW 3RD ST, Ogden, Iowa",-94.0303934,42.0435797,,,,,,,,,,,,,,,,,,True,,False,garden_present,42.3,good_siding,37.33,poor/no_gutter,66.82,good_roof,59.12,G_OG_513 NW 3RD ST_
513 NW 3RD ST,Ogden,Iowa,,,,"513 NW 3RD ST, Ogden, Iowa",-94.0303934,42.0435797,,,,,,,,,,,,,,,,,,True,,False,garden_present,42.3,good_siding,37.33,poor/no_gutter,66.82,good_roof,59.12,G_OG_513 NW 3RD ST_
302 NW 4TH ST,Ogden,Iowa,,,,"302 NW 4TH ST, Ogden, Iowa",-94.0323683,42.0412903,,,,,,,,,,,,,,,,,,False,house_present,False,,0.0,,0.0,,0.0,,0.0,
420 NW 2ND ST,Ogden,Iowa,,,,"420 NW 2ND ST, Ogden, Iowa",-94.029815,42.0428471,,,,,,,,,,,,,,,,,,True,,False,garden_present,48.27,good_siding,37.39,poor/no_gutter,59.98,good_roof,55.87,G_OG_420 NW 2ND ST_
107 W SYCAMORE ST,Ogden,Iowa,,,,"107 W SYCAMORE ST, Ogden, Iowa",-94.0285383,42.0412701,,,,,,,,,,,,,,,,,,True,,False,garden_present,44.95,good_siding,36.25,poor/no_gutter,53.5,good_roof,57.52,G_OG_107 W SYCAMORE ST_
414 NW 2ND ST,Ogden,Iowa,,,,"414 NW 2ND ST, Ogden, Iowa",-94.0297751,42.0426554,,,,,,,,,,,,,,,,,,True,,False,garden_present,49.93,chipped_paint,36.13,good_gutter,67.7,good_roof,55.15,G_OG_414 NW 2ND ST_
519 W CHERRY ST,Ogden,Iowa,,,,"519 W CHERRY ST, Ogden, Iowa",-94.0343233,42.0442721,,,,,,,,,,,,,,,,,,True,,False,garden_present,47.98,chipped_paint,35.04,good_gutter,65.99,good_roof,55.97,G_OG_519 W CHERRY ST_
113 W SYCAMORE ST,Ogden,Iowa,,,,"113 W SYCAMORE ST, Ogden, Iowa",-94.0287378,42.0412631,,,,,,,,,,,,,,,,,,True,,False,garden_present,46.45,good_siding,37.79,good_gutter,64.59,good_roof,53.96,G_OG_113 W SYCAMORE ST_
601 W MAPLE ST,Ogden,Iowa,,,,"601 W MAPLE ST, Ogden, Iowa",-94.0348818,42.0422447,,,,,,,,,,,,,,,,,,False,house_present,False,,0.0,,0.0,,0.0,,0.0,
420 NW 5TH ST,Ogden,Iowa,,,,"420 NW 5TH ST, Ogden, Iowa",-94.033645,42.0427901,,,,,,,,,,,,,,,,,,True,,False,garden_present,41.83,poor_siding,34.47,good_gutter,66.06,good_roof,56.19,G_OG_420 NW 5TH ST_
320 NW 2ND ST,Ogden,Iowa,,,,"320 NW 2ND ST, Ogden, Iowa",-94.029815,42.0418432,,,,,,,,,,,,,,,,,,True,,False,garden_present,39.89,poor_siding,36.75,poor/no_gutter,65.93,good_roof,58.86,G_OG_320 NW 2ND ST_
701 W LOCUST ST,Ogden,Iowa,,,,"701 W LOCUST ST, Ogden, Iowa",-94.0366175,42.0403497,,,,,,,,,,,,,,,,,,False,house_present,False,,0.0,,0.0,,0.0,,0.0,
214 NW 6TH ST,Ogden,Iowa,,,,"214 NW 6TH ST, Ogden, Iowa",-94.0348818,42.040623,,,,,,,,,,,,,,,,,,False,house_present,False,,0.0,,0.0,,0.0,,0.0,
319 NW 3RD ST,Ogden,Iowa,,,,"319 NW 3RD ST, Ogden, Iowa",-94.0304932,42.0418194,,,,,,,,,,,,,,,,,,False,house_present,False,,0.0,,0.0,,0.0,,0.0,
219 W SYCAMORE ST,Ogden,Iowa,,,,"219 W SYCAMORE ST, Ogden, Iowa",-94.0304932,42.0412016,,,,,,,,,,,,,,,,,,False,house_present,False,,0.0,,0.0,,0.0,,0.0,
520 W CHESTNUT ST,Ogden,Iowa,,,,"520 W CHESTNUT ST, Ogden, Iowa",-94.0343831,42.0448299,,,,,,,,,,,,,,,,,,True,,False,garden_present,43.95,chipped_paint,34.05,good_gutter,65.28,good_roof,50.36,G_OG_520 W CHESTNUT ST_
301 W CHESTNUT ST,Ogden,Iowa,,,,"301 W CHESTNUT ST, Ogden, Iowa",-94.0310517,42.0453135,,,,,,,,,,,,,,,,,,False,house_present,False,,0.0,,0.0,,0.0,,0.0,
313 W CHESTNUT ST,Ogden,Iowa,,,,"313 W CHESTNUT ST, Ogden, Iowa",-94.0315105,42.0452395,,,,,,,,,,,,,,,,,,False,house_present,False,,0.0,,0.0,,0.0,,0.0,
120 W MAPLE ST,Ogden,Iowa,,,,"120 W MAPLE ST, Ogden, Iowa",-94.0289572,42.0418539,,,,,,,,,,,,,,,,,,True,,False,garden_present,48.16,good_siding,42.47,good_gutter,68.59,good_roof,55.35,G_OG_120 W MAPLE ST_
419 NW 8TH ST,Ogden,Iowa,,,,"419 NW 8TH ST, Ogden, Iowa",-94.037595,42.0426515,,,,,,,,,,,,,,,,,,False,house_present,False,,0.0,,0.0,,0.0,,0.0,
519 W MAPLE ST,Ogden,Iowa,,,,"519 W MAPLE ST, Ogden, Iowa",-94.0343632,42.0424174,,,,,,,,,,,,,,,,,,True,,False,garden_present,37.86,good_siding,41.0,good_gutter,69.9,good_roof,53.28,G_OG_519 W MAPLE ST_
507 NE 3RD ST,Ogden,Iowa,,,,"507 NE 3RD ST, Ogden, Iowa",-94.0250278,42.0434395,,,,,,,,,,,,,,,,,,True,,False,garden_present,46.64,chipped_paint,37.17,good_gutter,62.34,good_roof,53.77,G_OG_507 NE 3RD ST_
513 W MAPLE ST,Ogden,Iowa,,,,"513 W MAPLE ST, Ogden, Iowa",-94.0340839,42.0422727,,,,,,,,,,,,,,,,,,True,,False,garden_present,47.74,good_siding,38.72,good_gutter,66.73,good_roof,53.26,G_OG_513 W MAPLE ST_
519 NE 3RD ST,Ogden,Iowa,,,,"519 NE 3RD ST, Ogden, Iowa",-94.0250278,42.0437097,,,,,,,,,,,,,,,,,,True,,False,garden_present,47.5,chipped_paint,34.17,good_gutter,66.69,damaged_roof,53.17,G_OG_519 NE 3RD ST_
507 W MAPLE ST,Ogden,Iowa,,,,"507 W MAPLE ST, Ogden, Iowa",-94.0338445,42.0422811,,,,,,,,,,,,,,,,,,True,,False,garden_present,48.55,good_siding,35.86,good_gutter,67.17,good_roof,54.3,G_OG_507 W MAPLE ST_
514 NE 3RD ST,Ogden,Iowa,,,,"514 NE 3RD ST, Ogden, Iowa",-94.0256262,42.0436116,,,,,,,,,,,,,,,,,,True,,False,garden_present,46.32,good_siding,43.45,good_gutter,54.09,good_roof,61.14,G_OG_514 NE 3RD ST_
620 N 1ST ST,Ogden,Iowa,,,,"620 N 1ST ST, Ogden, Iowa",-94.0288176,42.0453917,,,,,,,,,,,,,,,,,,True,,False,garden_present,44.05,good_siding,42.51,good_gutter,69.36,good_roof,53.44,G_OG_620 N 1ST ST_
313 W CHESTNUT ST,Ogden,Iowa,,,,"313 W CHESTNUT ST, Ogden, Iowa",-94.0315105,42.0452395,,,,,,,,,,,,,,,,,,False,house_present,False,,0.0,,0.0,,0.0,,0.0,
301 E LOCUST ST,Ogden,Iowa,,,,"301 E LOCUST ST, Ogden, Iowa",-94.0250677,42.0402332,,,,,,,,,,,,,,,,,,True,,False,garden_present,46.18,good_siding,43.16,good_gutter,64.01,good_roof,52.34,G_OG_301 E LOCUST ST_
407 NE 2ND ST,Ogden,Iowa,,,,"407 NE 2ND ST, Ogden, Iowa",-94.0264041,42.0424067,,,,,,,,,,,,,,,,,,True,,False,garden_present,39.74,good_siding,36.2,good_gutter,62.65,good_roof,57.41,G_OG_407 NE 2ND ST_
319 W CHESTNUT ST,Ogden,Iowa,,,,"319 W CHESTNUT ST, Ogden, Iowa",-94.0318097,42.0452483,,,,,,,,,,,,,,,,,,False,house_present,False,,0.0,,0.0,,0.0,,0.0,
207 NE 3RD ST,Ogden,Iowa,,,,"207 NE 3RD ST, Ogden, Iowa",-94.0250677,42.0403877,,,,,,,,,,,,,,,,,,False,house_present,False,,0.0,,0.0,,0.0,,0.0,
601 W LOCUST ST,Ogden,Iowa,,,,"601 W LOCUST ST, Ogden, Iowa",-94.0348419,42.0402769,,,,,,,,,,,,,,,,,,False,house_present,False,,0.0,,0.0,,0.0,,0.0,
325 NE 3RD ST,Ogden,Iowa,,,,"325 NE 3RD ST, Ogden, Iowa",-94.0249879,42.0418191,,,,,,,,,,,,,,,,,,False,house_present,False,,0.0,,0.0,,0.0,,0.0,
413 NE 2ND ST,Ogden,Iowa,,,,"413 NE 2ND ST, Ogden, Iowa",-94.026424,42.0425411,,,,,,,,,,,,,,,,,,False,house_present,False,,0.0,,0.0,,0.0,,0.0,
507 NE 4TH ST,Ogden,Iowa,,,,"507 NE 4TH ST, Ogden, Iowa",-94.0235639,42.043415,,,,,,,,,,,,,,,,,,True,,False,garden_present,48.35,good_siding,38.91,good_gutter,68.01,good_roof,53.75,G_OG_507 NE 4TH ST_
320 E ELM ST,Ogden,Iowa,,,,"320 E ELM ST, Ogden, Iowa",-94.0243895,42.0428826,,,,,,,,,,,,,,,,,,True,,False,garden_present,42.59,poor_siding,36.55,good_gutter,65.04,good_roof,59.89,G_OG_320 E ELM ST_
527 W LOCUST ST,Ogden,Iowa,,,,"527 W LOCUST ST, Ogden, Iowa",-94.0342972,42.0401914,,,,,,,,,,,,,,,,,,True,,False,garden_present,45.71,good_siding,35.76,good_gutter,63.1,good_roof,58.67,G_OG_527 W LOCUST ST_
602 NW 7TH ST,Ogden,Iowa,,,,"602 NW 7TH ST, Ogden, Iowa",-94.0365975,42.044617,,,,,,,,,,,,,,,,,,True,,False,garden_present,39.81,poor_siding,37.99,poor/no_gutter,58.79,damaged_roof,50.8,G_OG_602 NW 7TH ST_
530 W SYCAMORE ST,Ogden,Iowa,,,,"530 W SYCAMORE ST, Ogden, Iowa",-94.0339642,42.040771,,,,,,,,,,,,,,,,,,True,,False,garden_present,38.61,good_siding,35.99,good_gutter,63.26,good_roof,52.25,G_OG_530 W SYCAMORE ST_
702 NW 4TH ST,Ogden,Iowa,,,,"702 NW 4TH ST, Ogden, Iowa",-94.0323284,42.0452301,,,,,,,,,,,,,,,,,,False,house_present,False,,0.0,,0.0,,0.0,,0.0,
408 NE 3RD ST,Ogden,Iowa,,,,"408 NE 3RD ST, Ogden, Iowa",-94.0256661,42.0422974,,,,,,,,,,,,,,,,,,True,,False,garden_present,37.62,poor_siding,38.83,poor/no_gutter,63.92,good_roof,59.48,G_OG_408 NE 3RD ST_
620 W MAPLE ST,Ogden,Iowa,,,,"620 W MAPLE ST, Ogden, Iowa",-94.0356798,42.0418306,,,,,,,,,,,,,,,,,,False,house_present,False,,0.0,,0.0,,0.0,,0.0,
301 NW 7TH ST,Ogden,Iowa,,,,"301 NW 7TH ST, Ogden, Iowa",-94.0359591,42.0413188,,,,,,,,,,,,,,,,,,True,,False,garden_present,49.6,good_siding,42.57,poor/no_gutter,58.83,good_roof,57.96,G_OG_301 NW 7TH ST_
208 W MAPLE ST,Ogden,Iowa,,,,"208 W MAPLE ST, Ogden, Iowa",-94.0300144,42.0417976,,,,,,,,,,,,,,,,,,True,,False,garden_present,43.99,poor_siding,40.32,poor/no_gutter,57.56,good_roof,53.63,G_OG_208 W MAPLE ST_
513 W SYCAMORE ST,Ogden,Iowa,,,,"513 W SYCAMORE ST, Ogden, Iowa",-94.0340041,42.041233,,,,,,,,,,,,,,,,,,False,house_present,False,,0.0,,0.0,,0.0,,0.0,
614 W MAPLE ST,Ogden,Iowa,,,,"614 W MAPLE ST, Ogden, Iowa",-94.035201,42.0417702,,,,,,,,,,,,,,,,,,True,,False,garden_present,45.04,poor_siding,36.46,poor/no_gutter,55.97,good_roof,54.94,G_OG_614 W MAPLE ST_
413 N 1ST ST,Ogden,Iowa,,,,"413 N 1ST ST, Ogden, Iowa",-94.0276208,42.0425378,,,,,,,,,,,,,,,,,,True,,False,garden_present,40.04,good_siding,48.16,good_gutter,57.98,good_roof,55.15,G_OG_413 N 1ST ST_
425 N 1ST ST,Ogden,Iowa,,,,"425 N 1ST ST, Ogden, Iowa",-94.0277405,42.0428811,,,,,,,,,,,,,,,,,,False,house_present,False,,0.0,,0.0,,0.0,,0.0,
519 W SYCAMORE ST,Ogden,Iowa,,,,"519 W SYCAMORE ST, Ogden, Iowa",-94.0343233,42.0412218,,,,,,,,,,,,,,,,,,False,house_present,False,,0.0,,0.0,,0.0,,0.0,
420 NE 3RD ST,Ogden,Iowa,,,,"420 NE 3RD ST, Ogden, Iowa",-94.0256262,42.0426463,,,,,,,,,,,,,,,,,,True,,False,garden_present,41.6,poor_siding,38.78,poor/no_gutter,70.03,good_roof,61.81,G_OG_420 NE 3RD ST_
201 E MAPLE ST,Ogden,Iowa,,,,"201 E MAPLE ST, Ogden, Iowa",-94.0261847,42.042202,,,,,,,,,,,,,,,,,,True,,False,garden_present,43.02,poor_siding,42.44,poor/no_gutter,66.74,good_roof,59.61,G_OG_201 E MAPLE ST_
320 W ELM ST,Ogden,Iowa,,,,"320 W ELM ST, Ogden, Iowa",-94.0317698,42.0428172,,,,,,,,,,,,,,,,,,False,house_present,False,,0.0,,0.0,,0.0,,0.0,
113 W MAPLE ST,Ogden,Iowa,,,,"113 W MAPLE ST, Ogden, Iowa",-94.0287378,42.0423056,,,,,,,,,,,,,,,,,,True,,False,garden_present,38.1,good_siding,36.38,good_gutter,63.68,good_roof,54.31,G_OG_113 W MAPLE ST_
320 NW 6TH ST,Ogden,Iowa,,,,"320 NW 6TH ST, Ogden, Iowa",-94.0348818,42.04182,,,,,,,,,,,,,,,,,,True,,False,garden_present,42.01,good_siding,37.94,poor/no_gutter,71.59,good_roof,57.31,G_OG_320 NW 6TH ST_
120 E MAPLE ST,Ogden,Iowa,,,,"120 E MAPLE ST, Ogden, Iowa",-94.0270224,42.0418638,,,,,,,,,,,,,,,,,,False,house_present,False,,0.0,,0.0,,0.0,,0.0,
505 W LOCUST ST,Ogden,Iowa,,,,"505 W LOCUST ST, Ogden, Iowa",-94.0336051,42.0402816,,,,,,,,,,,,,,,,,,True,,False,garden_present,44.71,good_siding,37.64,good_gutter,60.46,good_roof,56.89,G_OG_505 W LOCUST ST_
402 N 1ST ST,Ogden,Iowa,,,,"402 N 1ST ST, Ogden, Iowa",-94.0283189,42.0424168,,,,,,,,,,,,,,,,,,False,house_present,False,,0.0,,0.0,,0.0,,0.0,
108 W MAPLE ST,Ogden,Iowa,,,,"108 W MAPLE ST, Ogden, Iowa",-94.0287378,42.0418809,,,,,,,,,,,,,,,,,,True,,False,garden_present,44.94,poor_siding,36.38,poor/no_gutter,60.58,good_roof,54.69,G_OG_108 W MAPLE ST_
420 W CHERRY ST,Ogden,Iowa,,,,"420 W CHERRY ST, Ogden, Iowa",-94.0330465,42.0437763,,,,,,,,,,,,,,,,,,False,house_present,False,,0.0,,0.0,,0.0,,0.0,
413 W ELM ST,Ogden,Iowa,,,,"413 W ELM ST, Ogden, Iowa",-94.0327872,42.0432642,,,,,,,,,,,,,,,,,,True,,False,garden_present,39.03,poor_siding,40.04,poor/no_gutter,69.44,good_roof,61.22,G_OG_413 W ELM ST_
513 NE 3RD ST,Ogden,Iowa,,,,"513 NE 3RD ST, Ogden, Iowa",-94.024951,42.043574,,,,,,,,,,,,,,,,,,True,,False,garden_present,52.19,poor_siding,33.43,good_gutter,66.69,good_roof,54.01,G_OG_513 NE 3RD ST_
313 N 1ST ST,Ogden,Iowa,,,,"313 N 1ST ST, Ogden, Iowa",-94.0277804,42.0415283,,,,,,,,,,,,,,,,,,True,,False,garden_present,41.01,poor_siding,35.7,poor/no_gutter,68.42,good_roof,51.3,G_OG_313 N 1ST ST_
325 N 1ST ST,Ogden,Iowa,,,,"325 N 1ST ST, Ogden, Iowa",-94.0277604,42.0418958,,,,,,,,,,,,,,,,,,True,,False,garden_present,40.58,good_siding,46.15,poor/no_gutter,71.26,good_roof,58.78,G_OG_325 N 1ST ST_
414 W CHERRY ST,Ogden,Iowa,,,,"414 W CHERRY ST, Ogden, Iowa",-94.0328071,42.0437847,,,,,,,,,,,,,,,,,,False,house_present,False,,0.0,,0.0,,0.0,,0.0,
201 NW 3RD ST,Ogden,Iowa,,,,"201 NW 3RD ST, Ogden, Iowa",-94.030553,42.0401763,,,,,,,,,,,,,,,,,,True,,False,garden_present,49.94,good_siding,42.72,good_gutter,67.21,good_roof,51.78,G_OG_201 NW 3RD ST_
319 N 1ST ST,Ogden,Iowa,,,,"319 N 1ST ST, Ogden, Iowa",-94.0277804,42.0416828,,,,,,,,,,,,,,,,,,True,,False,garden_present,41.65,good_siding,37.65,poor/no_gutter,69.62,good_roof,56.15,G_OG_319 N 1ST ST_
214 N 1ST ST,Ogden,Iowa,,,,"214 N 1ST ST, Ogden, Iowa",-94.028299,42.0406993,,,,,,,,,,,,,,,,,,True,,False,garden_present,39.61,good_siding,35.95,poor/no_gutter,51.42,damaged_roof,52.2,G_OG_214 N 1ST ST_
114 W SYCAMORE ST,Ogden,Iowa,,,,"114 W SYCAMORE ST, Ogden, Iowa",-94.0286979,42.0408011,,,,,,,,,,,,,,,,,,True,,False,garden_present,49.68,chipped_paint,35.91,good_gutter,61.71,good_roof,58.52,G_OG_114 W SYCAMORE ST_
506 W SYCAMORE ST,Ogden,Iowa,,,,"506 W SYCAMORE ST, Ogden, Iowa",-94.0335253,42.0406706,,,,,,,,,,,,,,,,,,False,house_present,False,,0.0,,0.0,,0.0,,0.0,
302 E SYCAMORE ST,Ogden,Iowa,,,,"302 E SYCAMORE ST, Ogden, Iowa",-94.0250278,42.040891,,,,,,,,,,,,,,,,,,True,,False,garden_present,46.07,good_siding,38.81,good_gutter,67.17,good_roof,55.47,G_OG_302 E SYCAMORE ST_
518 W SYCAMORE ST,Ogden,Iowa,,,,"518 W SYCAMORE ST, Ogden, Iowa",-94.0337647,42.0408166,,,,,,,,,,,,,,,,,,True,,False,garden_present,49.16,good_siding,40.75,good_gutter,62.22,good_roof,60.41,G_OG_518 W SYCAMORE ST_
219 W CHESTNUT ST,Ogden,Iowa,,,,"219 W CHESTNUT ST, Ogden, Iowa",-94.0303934,42.0452014,,,,,,,,,,,,,,,,,,True,,False,garden_present,42.01,good_siding,46.68,good_gutter,67.98,good_roof,51.74,G_OG_219 W CHESTNUT ST_
314 W ELM ST,Ogden,Iowa,,,,"314 W ELM ST, Ogden, Iowa",-94.0315305,42.042787,,,,,,,,,,,,,,,,,,False,house_present,False,,0.0,,0.0,,0.0,,0.0,
214 W MAPLE ST,Ogden,Iowa,,,,"214 W MAPLE ST, Ogden, Iowa",-94.0302338,42.0418092,,,,,,,,,,,,,,,,,,True,,False,garden_present,42.52,chipped_paint,37.23,good_gutter,67.92,good_roof,56.14,G_OG_214 W MAPLE ST_
313 NW 7TH ST,Ogden,Iowa,,,,"313 NW 7TH ST, Ogden, Iowa",-94.0358394,42.0416319,,,,,,,,,,,,,,,,,,True,,False,garden_present,45.77,chipped_paint,34.14,good_gutter,63.89,good_roof,54.69,G_OG_313 NW 7TH ST_
319 NW 7TH ST,Ogden,Iowa,,,,"319 NW 7TH ST, Ogden, Iowa",-94.0360788,42.0418166,,,,,,,,,,,,,,,,,,True,,False,garden_present,48.83,good_siding,38.9,good_gutter,58.74,good_roof,53.9,G_OG_319 NW 7TH ST_
120 W SYCAMORE ST,Ogden,Iowa,,,,"120 W SYCAMORE ST, Ogden, Iowa",-94.0289772,42.0407914,,,,,,,,,,,,,,,,,,False,house_present,False,,0.0,,0.0,,0.0,,0.0,
119 W LOCUST ST,Ogden,Iowa,,,,"119 W LOCUST ST, Ogden, Iowa",-94.0280924,42.040088,,,,,,,,,,,,,,,,,,False,house_present,False,,0.0,,0.0,,0.0,,0.0,
419 W CHESTNUT ST,Ogden,Iowa,,,,"419 W CHESTNUT ST, Ogden, Iowa",-94.0329667,42.0452463,,,,,,,,,,,,,,,,,,True,,False,garden_present,36.45,good_siding,34.75,good_gutter,61.88,good_roof,55.69,G_OG_419 W CHESTNUT ST_
319 W ELM ST,Ogden,Iowa,,,,"319 W ELM ST, Ogden, Iowa",-94.0317041,42.043308,,,,,,,,,,,,,,,,,,False,house_present,False,,0.0,,0.0,,0.0,,0.0,
514 NW 4TH ST,Ogden,Iowa,,,,"514 NW 4TH ST, Ogden, Iowa",-94.0326276,42.0436559,,,,,,,,,,,,,,,,,,True,,False,garden_present,49.88,chipped_paint,34.48,good_gutter,68.73,good_roof,58.2,G_OG_514 NW 4TH ST_
